sequence_id,sample_id,reenactment_id,sequence_timestamp,set_id,participant_id,level_id,emoji_id,camera_index,perspective,image_sequence_path,timestep,frame_timestamp,frame_path,true_class_id,true_class,predicted_class_id,predicted_class,true_class_probability,predicted_class_probability,correct_at_timestep,correct_final_prediction,probability_anger,probability_disgust,probability_fear,probability_happiness,probability_neutral,probability_sadness,probability_surprise
1700584207271-2-13-4-3-6-1,1700584207271-2-13-4-3-6-1-01,1700584207271-2-13-4-3-6,1700584207271,2,13,4,3,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584207271-2-13-4-3-6-1,1,1700584206304,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584207271-2-13-4-3-6-1/1700584206304-2-13-4-3-6-1.jpg,6,Surprise,4,Neutral,0.057271052,0.49264303,False,True,0.13678133,0.10243294,0.06407424,0.064120814,0.49264303,0.08267663,0.057271052
1700584212931-2-13-4-6-3-0,1700584212931-2-13-4-6-3-0-01,1700584212931-2-13-4-6-3,1700584212931,2,13,4,6,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584212931-2-13-4-6-3-0,1,1700584211973,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584212931-2-13-4-6-3-0/1700584211973-2-13-4-6-3-0.jpg,3,Happiness,4,Neutral,0.058710568,0.5073125,False,True,0.1314934,0.09794576,0.065354966,0.058710568,0.5073125,0.0850344,0.054148432
1700584212931-2-13-4-6-3-1,1700584212931-2-13-4-6-3-1-01,1700584212931-2-13-4-6-3,1700584212931,2,13,4,6,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584212931-2-13-4-6-3-1,1,1700584211973,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584212931-2-13-4-6-3-1/1700584211973-2-13-4-6-3-1.jpg,3,Happiness,4,Neutral,0.06745056,0.5194546,False,True,0.12326081,0.09322006,0.06376382,0.06745056,0.5194546,0.07875203,0.05409811
1700584214184-2-13-4-7-0-0,1700584214184-2-13-4-7-0-0-01,1700584214184-2-13-4-7-0,1700584214184,2,13,4,7,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584214184-2-13-4-7-0-0,1,1700584213284,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584214184-2-13-4-7-0-0/1700584213284-2-13-4-7-0-0.jpg,0,Anger,2,Fear,0.04661541,0.4834071,False,False,0.04661541,0.22926141,0.4834071,0.07828888,0.05644291,0.04658578,0.05939849
1700584214184-2-13-4-7-0-1,1700584214184-2-13-4-7-0-1-01,1700584214184-2-13-4-7-0,1700584214184,2,13,4,7,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584214184-2-13-4-7-0-1,1,1700584213284,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584214184-2-13-4-7-0-1/1700584213284-2-13-4-7-0-1.jpg,0,Anger,2,Fear,0.017898621,0.6824766,False,False,0.017898621,0.062162355,0.6824766,0.062615976,0.03520717,0.01866205,0.12097732
1700584216493-2-13-4-8-5-0,1700584216493-2-13-4-8-5-0-01,1700584216493-2-13-4-8-5,1700584216493,2,13,4,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584216493-2-13-4-8-5-0,1,1700584215520,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584216493-2-13-4-8-5-0/1700584215520-2-13-4-8-5-0.jpg,5,Sadness,3,Happiness,0.02663849,0.6761498,False,True,0.054990463,0.081429236,0.06040544,0.6761498,0.07606213,0.02663849,0.024324527
1700584216493-2-13-4-8-5-1,1700584216493-2-13-4-8-5-1-01,1700584216493-2-13-4-8-5,1700584216493,2,13,4,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584216493-2-13-4-8-5-1,1,1700584215520,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584216493-2-13-4-8-5-1/1700584215520-2-13-4-8-5-1.jpg,5,Sadness,1,Disgust,0.055240575,0.47461015,False,True,0.11922868,0.47461015,0.13605341,0.11212194,0.046983726,0.055240575,0.055761598
1700584217663-2-13-4-9-2-0,1700584217663-2-13-4-9-2-0-01,1700584217663-2-13-4-9-2,1700584217663,2,13,4,9,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584217663-2-13-4-9-2-0,1,1700584216790,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584217663-2-13-4-9-2-0/1700584216790-2-13-4-9-2-0.jpg,2,Fear,5,Sadness,0.0069120093,0.85354406,False,False,0.060878895,0.039519064,0.0069120093,0.007828632,0.02187861,0.85354406,0.009438721
1700584217663-2-13-4-9-2-1,1700584217663-2-13-4-9-2-1-01,1700584217663-2-13-4-9-2,1700584217663,2,13,4,9,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584217663-2-13-4-9-2-1,1,1700584216790,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584217663-2-13-4-9-2-1/1700584216790-2-13-4-9-2-1.jpg,2,Fear,5,Sadness,0.012684842,0.7806949,False,False,0.086684786,0.059656836,0.012684842,0.0129464995,0.030199243,0.7806949,0.017132923
1700584219640-2-13-4-10-0-0,1700584219640-2-13-4-10-0-0-01,1700584219640-2-13-4-10-0,1700584219640,2,13,4,10,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584219640-2-13-4-10-0-0,1,1700584218680,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584219640-2-13-4-10-0-0/1700584218680-2-13-4-10-0-0.jpg,0,Anger,4,Neutral,0.09404455,0.5301066,False,True,0.09404455,0.078482874,0.08928011,0.06398436,0.5301066,0.0785557,0.0655458
1700584219640-2-13-4-10-0-1,1700584219640-2-13-4-10-0-1-01,1700584219640-2-13-4-10-0,1700584219640,2,13,4,10,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584219640-2-13-4-10-0-1,1,1700584218680,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584219640-2-13-4-10-0-1/1700584218680-2-13-4-10-0-1.jpg,0,Anger,6,Surprise,0.034202833,0.48139808,False,True,0.034202833,0.060655378,0.27710524,0.055603508,0.06272772,0.028307209,0.48139808
1700584221354-2-13-4-11-3-0,1700584221354-2-13-4-11-3-0-01,1700584221354-2-13-4-11-3,1700584221354,2,13,4,11,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584221354-2-13-4-11-3-0,1,1700584220393,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584221354-2-13-4-11-3-0/1700584220393-2-13-4-11-3-0.jpg,3,Happiness,3,Happiness,0.48929566,0.48929566,True,True,0.090376504,0.17237465,0.08976522,0.48929566,0.09017462,0.039996758,0.028016554
1700584221354-2-13-4-11-3-1,1700584221354-2-13-4-11-3-1-01,1700584221354-2-13-4-11-3,1700584221354,2,13,4,11,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584221354-2-13-4-11-3-1,1,1700584220393,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584221354-2-13-4-11-3-1/1700584220393-2-13-4-11-3-1.jpg,3,Happiness,1,Disgust,0.10487193,0.34353057,False,True,0.18138035,0.34353057,0.15122935,0.10487193,0.042915322,0.050994746,0.12507781
1700584223413-2-13-4-12-1-0,1700584223413-2-13-4-12-1-0-01,1700584223413-2-13-4-12-1,1700584223413,2,13,4,12,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700584223413-2-13-4-12-1-0,1,1700584222438,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700584223413-2-13-4-12-1-0/1700584222438-2-13-4-12-1-0.jpg,1,Disgust,2,Fear,0.26220968,0.47165474,False,True,0.038483333,0.26220968,0.47165474,0.08195979,0.039863702,0.04306439,0.062764265
1700584223413-2-13-4-12-1-1,1700584223413-2-13-4-12-1-1-01,1700584223413-2-13-4-12-1,1700584223413,2,13,4,12,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700584223413-2-13-4-12-1-1,1,1700584222438,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700584223413-2-13-4-12-1-1/1700584222438-2-13-4-12-1-1.jpg,1,Disgust,1,Disgust,0.6815726,0.6815726,True,True,0.06643867,0.6815726,0.10787325,0.04617934,0.021529423,0.04013641,0.03627027
1700584232123-2-13-4-17-5-0,1700584232123-2-13-4-17-5-0-01,1700584232123-2-13-4-17-5,1700584232123,2,13,4,17,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584232123-2-13-4-17-5-0,1,1700584231099,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584232123-2-13-4-17-5-0/1700584231099-2-13-4-17-5-0.jpg,5,Sadness,3,Happiness,0.010681348,0.90423745,False,False,0.018097235,0.023758512,0.01602403,0.90423745,0.02247683,0.010681348,0.0047245864
1700584232123-2-13-4-17-5-1,1700584232123-2-13-4-17-5-1-01,1700584232123-2-13-4-17-5,1700584232123,2,13,4,17,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584232123-2-13-4-17-5-1,1,1700584231099,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584232123-2-13-4-17-5-1/1700584231099-2-13-4-17-5-1.jpg,5,Sadness,3,Happiness,0.010102018,0.8980581,False,True,0.018227287,0.022067206,0.018209634,0.8980581,0.027058741,0.010102018,0.0062770653
1700584234061-2-13-4-18-4-0,1700584234061-2-13-4-18-4-0-01,1700584234061-2-13-4-18-4,1700584234061,2,13,4,18,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700584234061-2-13-4-18-4-0,1,1700584233092,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700584234061-2-13-4-18-4-0/1700584233092-2-13-4-18-4-0.jpg,4,Neutral,3,Happiness,0.03921128,0.8474258,False,True,0.024368707,0.031375084,0.031241868,0.8474258,0.03921128,0.013606423,0.012770768
1700584234061-2-13-4-18-4-1,1700584234061-2-13-4-18-4-1-01,1700584234061-2-13-4-18-4,1700584234061,2,13,4,18,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700584234061-2-13-4-18-4-1,1,1700584233092,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700584234061-2-13-4-18-4-1/1700584233092-2-13-4-18-4-1.jpg,4,Neutral,2,Fear,0.051947225,0.610746,False,True,0.025635935,0.0778648,0.610746,0.08515711,0.051947225,0.023829913,0.12481899
1700584237227-2-13-4-20-5-0,1700584237227-2-13-4-20-5-0-01,1700584237227-2-13-4-20-5,1700584237227,2,13,4,20,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584237227-2-13-4-20-5-0,1,1700584236263,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584237227-2-13-4-20-5-0/1700584236263-2-13-4-20-5-0.jpg,5,Sadness,3,Happiness,0.01265945,0.8250528,False,True,0.020742472,0.03391062,0.04889952,0.8250528,0.038307697,0.01265945,0.020427391
1700584237227-2-13-4-20-5-1,1700584237227-2-13-4-20-5-1-01,1700584237227-2-13-4-20-5,1700584237227,2,13,4,20,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584237227-2-13-4-20-5-1,1,1700584236263,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700584237227-2-13-4-20-5-1/1700584236263-2-13-4-20-5-1.jpg,5,Sadness,2,Fear,0.018536039,0.36938286,False,True,0.020469325,0.042814124,0.36938286,0.20211285,0.0517528,0.018536039,0.294932
1700584238451-2-13-4-21-6-0,1700584238451-2-13-4-21-6-0-01,1700584238451-2-13-4-21-6,1700584238451,2,13,4,21,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584238451-2-13-4-21-6-0,1,1700584237844,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584238451-2-13-4-21-6-0/1700584237844-2-13-4-21-6-0.jpg,6,Surprise,0,Anger,0.010975275,0.5338605,False,True,0.5338605,0.051878214,0.013114193,0.0116377855,0.021001447,0.3575326,0.010975275
1700584238451-2-13-4-21-6-1,1700584238451-2-13-4-21-6-1-01,1700584238451-2-13-4-21-6,1700584238451,2,13,4,21,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584238451-2-13-4-21-6-1,1,1700584237844,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584238451-2-13-4-21-6-1/1700584237844-2-13-4-21-6-1.jpg,6,Surprise,4,Neutral,0.11531163,0.20415774,False,True,0.1722925,0.20093185,0.13281599,0.08549047,0.20415774,0.08899979,0.11531163
1700584240494-2-13-4-22-0-0,1700584240494-2-13-4-22-0-0-01,1700584240494-2-13-4-22-0,1700584240494,2,13,4,22,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584240494-2-13-4-22-0-0,1,1700584239594,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584240494-2-13-4-22-0-0/1700584239594-2-13-4-22-0-0.jpg,0,Anger,2,Fear,0.048256747,0.46373022,False,False,0.048256747,0.19394453,0.46373022,0.11602127,0.06260893,0.048877154,0.066561185
1700584240494-2-13-4-22-0-1,1700584240494-2-13-4-22-0-1-01,1700584240494-2-13-4-22-0,1700584240494,2,13,4,22,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584240494-2-13-4-22-0-1,1,1700584239594,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700584240494-2-13-4-22-0-1/1700584239594-2-13-4-22-0-1.jpg,0,Anger,2,Fear,0.044088386,0.48624548,False,False,0.044088386,0.19811863,0.48624548,0.07389159,0.049974043,0.03776376,0.109918095
1700584242638-2-13-4-23-2-0,1700584242638-2-13-4-23-2-0-01,1700584242638-2-13-4-23-2,1700584242638,2,13,4,23,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584242638-2-13-4-23-2-0,1,1700584241666,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584242638-2-13-4-23-2-0/1700584241666-2-13-4-23-2-0.jpg,2,Fear,4,Neutral,0.06541271,0.5357468,False,False,0.11452071,0.08974183,0.06541271,0.056308523,0.5357468,0.08896101,0.049308427
1700584242638-2-13-4-23-2-1,1700584242638-2-13-4-23-2-1-01,1700584242638-2-13-4-23-2,1700584242638,2,13,4,23,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584242638-2-13-4-23-2-1,1,1700584241666,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700584242638-2-13-4-23-2-1/1700584241666-2-13-4-23-2-1.jpg,2,Fear,4,Neutral,0.087663114,0.40286952,False,True,0.09719203,0.07539452,0.087663114,0.22938791,0.40286952,0.04500106,0.06249186
1700584244435-2-13-4-24-3-0,1700584244435-2-13-4-24-3-0-01,1700584244435-2-13-4-24-3,1700584244435,2,13,4,24,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584244435-2-13-4-24-3-0,1,1700584243475,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584244435-2-13-4-24-3-0/1700584243475-2-13-4-24-3-0.jpg,3,Happiness,4,Neutral,0.05716341,0.5308464,False,True,0.117213,0.088824555,0.06574704,0.05716341,0.5308464,0.0892321,0.050973415
1700584244435-2-13-4-24-3-1,1700584244435-2-13-4-24-3-1-01,1700584244435-2-13-4-24-3,1700584244435,2,13,4,24,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584244435-2-13-4-24-3-1,1,1700584243475,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700584244435-2-13-4-24-3-1/1700584243475-2-13-4-24-3-1.jpg,3,Happiness,1,Disgust,0.21520917,0.37765,False,True,0.12238707,0.37765,0.11106363,0.21520917,0.0740854,0.05581823,0.04378654
1700584249628-2-13-4-27-6-0,1700584249628-2-13-4-27-6-0-01,1700584249628-2-13-4-27-6,1700584249628,2,13,4,27,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584249628-2-13-4-27-6-0,1,1700584248668,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584249628-2-13-4-27-6-0/1700584248668-2-13-4-27-6-0.jpg,6,Surprise,3,Happiness,0.051424354,0.34967533,False,True,0.05514275,0.20199458,0.24654678,0.34967533,0.05316974,0.042046536,0.051424354
1700584249628-2-13-4-27-6-1,1700584249628-2-13-4-27-6-1-01,1700584249628-2-13-4-27-6,1700584249628,2,13,4,27,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584249628-2-13-4-27-6-1,1,1700584248668,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700584249628-2-13-4-27-6-1/1700584248668-2-13-4-27-6-1.jpg,6,Surprise,1,Disgust,0.046030905,0.60673594,False,True,0.13714544,0.60673594,0.08421567,0.044977643,0.024252553,0.056641784,0.046030905
1700747144334-2-15-1-0-0-0,1700747144334-2-15-1-0-0-0-01,1700747144334-2-15-1-0-0,1700747144334,2,15,1,0,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747144334-2-15-1-0-0-0,1,1700747143364,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747144334-2-15-1-0-0-0/1700747143364-2-15-1-0-0-0.jpg,0,Anger,2,Fear,0.015518698,0.7818619,False,True,0.015518698,0.06812638,0.7818619,0.028625682,0.029737882,0.021139668,0.054989845
1700747144334-2-15-1-0-0-1,1700747144334-2-15-1-0-0-1-01,1700747144334-2-15-1-0-0,1700747144334,2,15,1,0,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747144334-2-15-1-0-0-1,1,1700747143364,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747144334-2-15-1-0-0-1/1700747143364-2-15-1-0-0-1.jpg,0,Anger,2,Fear,0.013748608,0.78082126,False,True,0.013748608,0.043991074,0.78082126,0.03519219,0.027068865,0.016555991,0.08262198
1700747147435-2-15-1-1-5-0,1700747147435-2-15-1-1-5-0-01,1700747147435-2-15-1-1-5,1700747147435,2,15,1,1,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747147435-2-15-1-1-5-0,1,1700747146464,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747147435-2-15-1-1-5-0/1700747146464-2-15-1-1-5-0.jpg,5,Sadness,5,Sadness,0.509266,0.509266,True,True,0.15304296,0.1060335,0.057809204,0.016409976,0.13873461,0.509266,0.0187038
1700747147435-2-15-1-1-5-1,1700747147435-2-15-1-1-5-1-01,1700747147435-2-15-1-1-5,1700747147435,2,15,1,1,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747147435-2-15-1-1-5-1,1,1700747146464,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747147435-2-15-1-1-5-1/1700747146464-2-15-1-1-5-1.jpg,5,Sadness,5,Sadness,0.87242454,0.87242454,True,True,0.05466013,0.027548298,0.0049115266,0.0069543007,0.027361112,0.87242454,0.006140123
1700747149418-2-15-1-2-3-0,1700747149418-2-15-1-2-3-0-01,1700747149418-2-15-1-2-3,1700747149418,2,15,1,2,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747149418-2-15-1-2-3-0,1,1700747148517,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747149418-2-15-1-2-3-0/1700747148517-2-15-1-2-3-0.jpg,3,Happiness,5,Sadness,0.02764011,0.29299033,False,True,0.25397745,0.11296463,0.05255045,0.02764011,0.23917778,0.29299033,0.020699238
1700747149418-2-15-1-2-3-1,1700747149418-2-15-1-2-3-1-01,1700747149418-2-15-1-2-3,1700747149418,2,15,1,2,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747149418-2-15-1-2-3-1,1,1700747148517,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747149418-2-15-1-2-3-1/1700747148517-2-15-1-2-3-1.jpg,3,Happiness,5,Sadness,0.021237472,0.65272033,False,True,0.13851744,0.042988095,0.018447414,0.021237472,0.10816346,0.65272033,0.017925775
1700747151558-2-15-1-3-0-0,1700747151558-2-15-1-3-0-0-01,1700747151558-2-15-1-3-0,1700747151558,2,15,1,3,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747151558-2-15-1-3-0-0,1,1700747150586,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747151558-2-15-1-3-0-0/1700747150586-2-15-1-3-0-0.jpg,0,Anger,4,Neutral,0.12832248,0.56349605,False,False,0.12832248,0.08788092,0.046838652,0.04151137,0.56349605,0.10360549,0.028345063
1700747151558-2-15-1-3-0-1,1700747151558-2-15-1-3-0-1-01,1700747151558-2-15-1-3-0,1700747151558,2,15,1,3,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747151558-2-15-1-3-0-1,1,1700747150586,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747151558-2-15-1-3-0-1/1700747150586-2-15-1-3-0-1.jpg,0,Anger,4,Neutral,0.13989878,0.4972439,False,True,0.13989878,0.10350417,0.056050763,0.05688502,0.4972439,0.10143511,0.04498226
1700747153913-2-15-1-4-0-0,1700747153913-2-15-1-4-0-0-01,1700747153913-2-15-1-4-0,1700747153913,2,15,1,4,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747153913-2-15-1-4-0-0,1,1700747153040,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747153913-2-15-1-4-0-0/1700747153040-2-15-1-4-0-0.jpg,0,Anger,2,Fear,0.0047156005,0.8739292,False,False,0.0047156005,0.018972283,0.8739292,0.017343452,0.013224459,0.0070902584,0.064724706
1700747153913-2-15-1-4-0-1,1700747153913-2-15-1-4-0-1-01,1700747153913-2-15-1-4-0,1700747153913,2,15,1,4,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747153913-2-15-1-4-0-1,1,1700747153040,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700747153913-2-15-1-4-0-1/1700747153040-2-15-1-4-0-1.jpg,0,Anger,2,Fear,0.007610348,0.81816804,False,True,0.007610348,0.026942963,0.81816804,0.026268221,0.01802281,0.0103112,0.09267646
1700747157106-2-15-1-5-5-0,1700747157106-2-15-1-5-5-0-01,1700747157106-2-15-1-5-5,1700747157106,2,15,1,5,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747157106-2-15-1-5-5-0,1,1700747156140,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747157106-2-15-1-5-5-0/1700747156140-2-15-1-5-5-0.jpg,5,Sadness,4,Neutral,0.1517166,0.43925214,False,True,0.19557874,0.09105721,0.054328337,0.045987573,0.43925214,0.1517166,0.022079429
1700747157106-2-15-1-5-5-1,1700747157106-2-15-1-5-5-1-01,1700747157106-2-15-1-5-5,1700747157106,2,15,1,5,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747157106-2-15-1-5-5-1,1,1700747156140,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700747157106-2-15-1-5-5-1/1700747156140-2-15-1-5-5-1.jpg,5,Sadness,4,Neutral,0.09217072,0.50135034,False,True,0.12765884,0.096027255,0.06430722,0.06770241,0.50135034,0.09217072,0.050783213
1700747159259-2-15-1-6-3-0,1700747159259-2-15-1-6-3-0-01,1700747159259-2-15-1-6-3,1700747159259,2,15,1,6,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747159259-2-15-1-6-3-0,1,1700747158283,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747159259-2-15-1-6-3-0/1700747158283-2-15-1-6-3-0.jpg,3,Happiness,4,Neutral,0.04875021,0.4969753,False,True,0.16364595,0.07600756,0.04844358,0.04875021,0.4969753,0.14265116,0.023526287
1700747159259-2-15-1-6-3-1,1700747159259-2-15-1-6-3-1-01,1700747159259-2-15-1-6-3,1700747159259,2,15,1,6,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747159259-2-15-1-6-3-1,1,1700747158283,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747159259-2-15-1-6-3-1/1700747158283-2-15-1-6-3-1.jpg,3,Happiness,4,Neutral,0.08158784,0.4694499,False,True,0.15133615,0.078498095,0.063707486,0.08158784,0.4694499,0.11987561,0.035544865
1700747164257-2-15-1-8-3-0,1700747164257-2-15-1-8-3-0-01,1700747164257-2-15-1-8-3,1700747164257,2,15,1,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747164257-2-15-1-8-3-0,1,1700747163296,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747164257-2-15-1-8-3-0/1700747163296-2-15-1-8-3-0.jpg,3,Happiness,5,Sadness,0.016697943,0.5591692,False,True,0.23190922,0.10450443,0.028478624,0.016697943,0.045356352,0.5591692,0.013884226
1700747164257-2-15-1-8-3-1,1700747164257-2-15-1-8-3-1-01,1700747164257-2-15-1-8-3,1700747164257,2,15,1,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747164257-2-15-1-8-3-1,1,1700747163296,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700747164257-2-15-1-8-3-1/1700747163296-2-15-1-8-3-1.jpg,3,Happiness,0,Anger,0.09248415,0.44382304,False,True,0.44382304,0.08674496,0.03679671,0.09248415,0.11392224,0.20203057,0.02419831
1700747228293-2-15-2-0-4-0,1700747228293-2-15-2-0-4-0-01,1700747228293-2-15-2-0-4,1700747228293,2,15,2,0,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700747228293-2-15-2-0-4-0,1,1700747227327,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700747228293-2-15-2-0-4-0/1700747227327-2-15-2-0-4-0.jpg,4,Neutral,4,Neutral,0.4419644,0.4419644,True,True,0.1576218,0.090958655,0.049913134,0.02976999,0.4419644,0.20585242,0.023919692
1700747228293-2-15-2-0-4-1,1700747228293-2-15-2-0-4-1-01,1700747228293-2-15-2-0-4,1700747228293,2,15,2,0,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700747228293-2-15-2-0-4-1,1,1700747227327,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700747228293-2-15-2-0-4-1/1700747227327-2-15-2-0-4-1.jpg,4,Neutral,5,Sadness,0.086465664,0.7333506,False,True,0.107907265,0.03220796,0.011263237,0.013874242,0.086465664,0.7333506,0.014931099
1700747230387-2-15-2-1-1-0,1700747230387-2-15-2-1-1-0-01,1700747230387-2-15-2-1-1,1700747230387,2,15,2,1,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700747230387-2-15-2-1-1-0,1,1700747229416,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700747230387-2-15-2-1-1-0/1700747229416-2-15-2-1-1-0.jpg,1,Disgust,4,Neutral,0.07635598,0.45554084,False,True,0.1747559,0.07635598,0.042226795,0.033853356,0.45554084,0.19516787,0.022099268
