reenactment_id,split,sequence_timestamp,participant_id,level_id,emoji_id,true_label_id,true_label,image,target_emotion,model_probability,label_1,label_2,label_3,success_labeler_1,success_labeler_2,success_labeler_3,agreement,include_in_dataset
1700825742948-0-20-1-8-3,train,1700825742948,20,1,8,3,Happiness,1700825742948.png,Happiness,0.9842,Happiness,Happiness,Happiness,1,1,1,3,1
1700825809793-0-20-2-0-4,train,1700825809793,20,2,0,4,Neutral,1700825809793.png,Neutral,0.6643,Neutral,Neutral,Neutral,1,1,1,3,1
1700825813580-0-20-2-1-1,train,1700825813580,20,2,1,1,Disgust,1700825813580.png,Disgust,0.4503,Anger,Disgust,Disgust,0,1,1,2,1
1700825815495-0-20-2-2-6,train,1700825815495,20,2,2,6,Surprise,1700825815495.png,Surprise,0.9603,Surprise,Surprise,Surprise,1,1,1,3,1
1700825817672-0-20-2-3-2,train,1700825817672,20,2,3,2,Fear,1700825817672.png,Fear,0.5572,Surprise,Fear,Fear,0,1,1,2,1
1700825828652-0-20-2-7-4,train,1700825828652,20,2,7,4,Neutral,1700825828652.png,Neutral,0.6055,Neutral,Neutral,Neutral,1,1,1,3,1
1700825830739-0-20-2-8-6,train,1700825830739,20,2,8,6,Surprise,1700825830739.png,Surprise,0.9725,Surprise,Surprise,Surprise,1,1,1,3,1
1700825833289-0-20-2-9-6,train,1700825833289,20,2,9,6,Surprise,1700825833289.png,Surprise,0.8765,Surprise,Surprise,Fear,1,1,0,2,1
1700825838306-0-20-2-11-4,train,1700825838306,20,2,11,4,Neutral,1700825838306.png,Neutral,0.5787,Neutral,Neutral,Neutral,1,1,1,3,1
1700825919121-0-20-3-0-4,train,1700825919121,20,3,0,4,Neutral,1700825919121.png,Neutral,0.6685,Neutral,Neutral,Neutral,1,1,1,3,1
1700825926618-0-20-3-3-6,train,1700825926618,20,3,3,6,Surprise,1700825926618.png,Surprise,0.8224,Surprise,Surprise,Surprise,1,1,1,3,1
1700825928719-0-20-3-4-3,train,1700825928719,20,3,4,3,Happiness,1700825928719.png,Happiness,0.9838,Happiness,Happiness,Happiness,1,1,1,3,1
1700825931746-0-20-3-6-5,train,1700825931746,20,3,6,5,Sadness,1700825931746.png,Sadness,0.3248,Sadness,Sadness,Sadness,1,1,1,3,1
1700825933717-0-20-3-7-5,train,1700825933717,20,3,7,5,Sadness,1700825933717.png,Sadness,0.3595,Sadness,Sadness,Anger,1,1,0,2,1
1700825936279-0-20-3-8-0,train,1700825936279,20,3,8,0,Anger,1700825936279.png,Anger,0.2956,Anger,Anger,Anger,1,1,1,3,1
1700825938150-0-20-3-9-1,train,1700825938150,20,3,9,1,Disgust,1700825938150.png,Disgust,0.9325,Disgust,Disgust,Disgust,1,1,1,3,1
1700825942878-0-20-3-11-3,train,1700825942878,20,3,11,3,Happiness,1700825942878.png,Happiness,0.8607,Happiness,Happiness,Happiness,1,1,1,3,1
1700825943475-0-20-3-12-4,train,1700825943475,20,3,12,4,Neutral,1700825943475.png,Neutral,0.6198,Neutral,Neutral,Neutral,1,1,1,3,1
1700825946184-0-20-3-13-6,train,1700825946184,20,3,13,6,Surprise,1700825946184.png,Surprise,0.8363,Surprise,Surprise,Surprise,1,1,1,3,1
1700825947604-0-20-3-14-4,train,1700825947604,20,3,14,4,Neutral,1700825947604.png,Neutral,0.6672,Neutral,Neutral,Neutral,1,1,1,3,1
1700825949713-0-20-3-15-5,train,1700825949713,20,3,15,5,Sadness,1700825949713.png,Sadness,0.3851,Sadness,Sadness,Sadness,1,1,1,3,1
1700825952607-0-20-3-16-2,train,1700825952607,20,3,16,2,Fear,1700825952607.png,Fear,0.4813,Surprise,Fear,Fear,0,1,1,2,1
1700825954513-0-20-3-17-3,train,1700825954513,20,3,17,3,Happiness,1700825954513.png,Happiness,0.9855,Happiness,Happiness,Happiness,1,1,1,3,1
1700825958707-0-20-3-19-6,train,1700825958707,20,3,19,6,Surprise,1700825958707.png,Surprise,0.8099,Surprise,Surprise,Surprise,1,1,1,3,1
1700825960070-0-20-3-20-2,train,1700825960070,20,3,20,2,Fear,1700825960070.png,Fear,0.0786,Surprise,Fear,Fear,0,1,1,2,1
1700826090300-0-20-4-0-1,train,1700826090300,20,4,0,1,Disgust,1700826090300.png,Disgust,0.5492,Disgust,Anger,Disgust,1,0,1,2,1
1700826091437-0-20-4-1-5,train,1700826091437,20,4,1,5,Sadness,1700826091437.png,Sadness,0.4594,Sadness,Sadness,Sadness,1,1,1,3,1
1700826093086-0-20-4-2-4,train,1700826093086,20,4,2,4,Neutral,1700826093086.png,Neutral,0.6228,Neutral,Neutral,Neutral,1,1,1,3,1
1700826094915-0-20-4-3-6,train,1700826094915,20,4,3,6,Surprise,1700826094915.png,Surprise,0.9516,Surprise,Surprise,Surprise,1,1,1,3,1
1700826096902-0-20-4-4-4,train,1700826096902,20,4,4,4,Neutral,1700826096902.png,Neutral,0.627,Neutral,Neutral,Neutral,1,1,1,3,1
1700826098806-0-20-4-5-4,train,1700826098806,20,4,5,4,Neutral,1700826098806.png,Neutral,0.6609,Neutral,Neutral,Neutral,1,1,1,3,1
1700826100390-0-20-4-6-3,train,1700826100390,20,4,6,3,Happiness,1700826100390.png,Happiness,0.9363,Happiness,Happiness,Happiness,1,1,1,3,1
1700826104247-0-20-4-8-5,train,1700826104247,20,4,8,5,Sadness,1700826104247.png,Sadness,0.2981,Sadness,Sadness,Anger,1,1,0,2,1
1700826107312-0-20-4-10-0,train,1700826107312,20,4,10,0,Anger,1700826107312.png,Anger,0.3868,Anger,Disgust,Anger,1,0,1,2,1
1700826109535-0-20-4-11-3,train,1700826109535,20,4,11,3,Happiness,1700826109535.png,Happiness,0.9566,Happiness,Happiness,Happiness,1,1,1,3,1
1700826111196-0-20-4-12-1,train,1700826111196,20,4,12,1,Disgust,1700826111196.png,Disgust,0.2918,Anger,Disgust,Disgust,0,1,1,2,1
1700826112906-0-20-4-13-3,train,1700826112906,20,4,13,3,Happiness,1700826112906.png,Happiness,0.9483,Happiness,Happiness,Happiness,1,1,1,3,1
1700826119685-0-20-4-17-5,train,1700826119685,20,4,17,5,Sadness,1700826119685.png,Sadness,0.3708,Sadness,Sadness,Sadness,1,1,1,3,1
1700826121348-0-20-4-18-4,train,1700826121348,20,4,18,4,Neutral,1700826121348.png,Neutral,0.6398,Neutral,Neutral,Neutral,1,1,1,3,1
1700826125129-0-20-4-20-5,train,1700826125129,20,4,20,5,Sadness,1700826125129.png,Sadness,0.3924,Sadness,Anger,Sadness,1,0,1,2,1
1700826126840-0-20-4-21-6,train,1700826126840,20,4,21,6,Surprise,1700826126840.png,Surprise,0.8879,Surprise,Fear,Surprise,1,0,1,2,1
1700826128825-0-20-4-22-0,train,1700826128825,20,4,22,0,Anger,1700826128825.png,Anger,0.3678,Anger,Anger,Anger,1,1,1,3,1
1700826130392-0-20-4-23-2,train,1700826130392,20,4,23,2,Fear,1700826130392.png,Fear,0.7746,Surprise,Fear,Fear,0,1,1,2,1
1700826132330-0-20-4-24-3,train,1700826132330,20,4,24,3,Happiness,1700826132330.png,Happiness,0.9372,Happiness,Happiness,Happiness,1,1,1,3,1
1700826133775-0-20-4-25-2,train,1700826133775,20,4,25,2,Fear,1700826133775.png,Fear,0.5873,Surprise,Fear,Fear,0,1,1,2,1
1700827570195-0-21-1-1-5,train,1700827570195,21,1,1,5,Sadness,1700827570195.png,Sadness,0.2448,Sadness,Sadness,Sadness,1,1,1,3,1
1700827573138-0-21-1-2-3,train,1700827573138,21,1,2,3,Happiness,1700827573138.png,Happiness,0.9833,Happiness,Happiness,Happiness,1,1,1,3,1
1700827580897-0-21-1-5-5,train,1700827580897,21,1,5,5,Sadness,1700827580897.png,Sadness,0.2807,Sadness,Sadness,Sadness,1,1,1,3,1
1700827583373-0-21-1-6-3,train,1700827583373,21,1,6,3,Happiness,1700827583373.png,Happiness,0.8987,Happiness,Happiness,Happiness,1,1,1,3,1
1700827585898-0-21-1-7-5,train,1700827585898,21,1,7,5,Sadness,1700827585898.png,Sadness,0.1492,Sadness,Sadness,Sadness,1,1,1,3,1
1700827588343-0-21-1-8-3,train,1700827588343,21,1,8,3,Happiness,1700827588343.png,Happiness,0.9846,Happiness,Happiness,Happiness,1,1,1,3,1
1700827659452-0-21-2-0-4,train,1700827659452,21,2,0,4,Neutral,1700827659452.png,Neutral,0.5287,Neutral,Neutral,Neutral,1,1,1,3,1
1700827663943-0-21-2-2-6,train,1700827663943,21,2,2,6,Surprise,1700827663943.png,Surprise,0.8635,Surprise,Surprise,Surprise,1,1,1,3,1
1700827668398-0-21-2-4-1,train,1700827668398,21,2,4,1,Disgust,1700827668398.png,Disgust,0.1642,Disgust,Disgust,Disgust,1,1,1,3,1
1700827676220-0-21-2-7-4,train,1700827676220,21,2,7,4,Neutral,1700827676220.png,Neutral,0.5426,Neutral,Neutral,Neutral,1,1,1,3,1
1700827679341-0-21-2-8-6,train,1700827679341,21,2,8,6,Surprise,1700827679341.png,Surprise,0.7504,Surprise,Surprise,Fear,1,1,0,2,1
1700827681700-0-21-2-9-6,train,1700827681700,21,2,9,6,Surprise,1700827681700.png,Surprise,0.7729,Surprise,Fear,Surprise,1,0,1,2,1
1700827687061-0-21-2-11-4,train,1700827687061,21,2,11,4,Neutral,1700827687061.png,Neutral,0.5342,Neutral,Neutral,Neutral,1,1,1,3,1
1700827788949-0-21-3-0-4,train,1700827788949,21,3,0,4,Neutral,1700827788949.png,Neutral,0.5729,Neutral,Neutral,Neutral,1,1,1,3,1
1700827795416-0-21-3-3-6,train,1700827795416,21,3,3,6,Surprise,1700827795416.png,Surprise,0.7921,Surprise,Surprise,Fear,1,1,0,2,1
1700827797519-0-21-3-4-3,train,1700827797519,21,3,4,3,Happiness,1700827797519.png,Happiness,0.9788,Happiness,Happiness,Happiness,1,1,1,3,1
1700827802046-0-21-3-6-5,train,1700827802046,21,3,6,5,Sadness,1700827802046.png,Sadness,0.2648,Sadness,Sadness,Sadness,1,1,1,3,1
1700827804218-0-21-3-7-5,train,1700827804218,21,3,7,5,Sadness,1700827804218.png,Sadness,0.2913,Sadness,Sadness,Anger,1,1,0,2,1
1700827807807-0-21-3-9-1,train,1700827807807,21,3,9,1,Disgust,1700827807807.png,Disgust,0.4679,Disgust,Sadness,Disgust,1,0,1,2,1
1700827811945-0-21-3-11-3,train,1700827811945,21,3,11,3,Happiness,1700827811945.png,Happiness,0.8933,Happiness,Happiness,Happiness,1,1,1,3,1
1700827814313-0-21-3-12-4,train,1700827814313,21,3,12,4,Neutral,1700827814313.png,Neutral,0.5818,Neutral,Neutral,Neutral,1,1,1,3,1
1700827815913-0-21-3-13-6,train,1700827815913,21,3,13,6,Surprise,1700827815913.png,Surprise,0.7525,Surprise,Surprise,Surprise,1,1,1,3,1
1700827817441-0-21-3-14-4,train,1700827817441,21,3,14,4,Neutral,1700827817441.png,Neutral,0.5729,Neutral,Neutral,Neutral,1,1,1,3,1
1700827819680-0-21-3-15-5,train,1700827819680,21,3,15,5,Sadness,1700827819680.png,Sadness,0.2818,Sadness,Sadness,Sadness,1,1,1,3,1
1700827824071-0-21-3-17-3,train,1700827824071,21,3,17,3,Happiness,1700827824071.png,Happiness,0.8807,Happiness,Happiness,Happiness,1,1,1,3,1
1700827827673-0-21-3-19-6,train,1700827827673,21,3,19,6,Surprise,1700827827673.png,Surprise,0.7454,Surprise,Surprise,Surprise,1,1,1,3,1
1700827969427-0-21-4-1-5,train,1700827969427,21,4,1,5,Sadness,1700827969427.png,Sadness,0.2904,Sadness,Sadness,Sadness,1,1,1,3,1
1700827971512-0-21-4-2-4,train,1700827971512,21,4,2,4,Neutral,1700827971512.png,Neutral,0.4776,Neutral,Neutral,Neutral,1,1,1,3,1
1700827973082-0-21-4-3-6,train,1700827973082,21,4,3,6,Surprise,1700827973082.png,Surprise,0.78,Surprise,Surprise,Fear,1,1,0,2,1
1700827975241-0-21-4-4-4,train,1700827975241,21,4,4,4,Neutral,1700827975241.png,Neutral,0.5151,Neutral,Neutral,Neutral,1,1,1,3,1
1700827976309-0-21-4-5-4,train,1700827976309,21,4,5,4,Neutral,1700827976309.png,Neutral,0.4998,Neutral,Neutral,Neutral,1,1,1,3,1
1700827978518-0-21-4-6-3,train,1700827978518,21,4,6,3,Happiness,1700827978518.png,Happiness,0.9727,Happiness,Happiness,Happiness,1,1,1,3,1
1700827982043-0-21-4-8-5,train,1700827982043,21,4,8,5,Sadness,1700827982043.png,Sadness,0.3659,Sadness,Sadness,Sadness,1,1,1,3,1
1700827984113-0-21-4-9-2,train,1700827984113,21,4,9,2,Fear,1700827984113.png,Fear,0.0409,Fear,Fear,Fear,1,1,1,3,1
1700827987637-0-21-4-11-3,train,1700827987637,21,4,11,3,Happiness,1700827987637.png,Happiness,0.9189,Happiness,Happiness,Happiness,1,1,1,3,1
1700827988431-0-21-4-12-1,train,1700827988431,21,4,12,1,Disgust,1700827988431.png,Disgust,0.4303,Disgust,Disgust,Disgust,1,1,1,3,1
1700827991208-0-21-4-13-3,train,1700827991208,21,4,13,3,Happiness,1700827991208.png,Happiness,0.876,Happiness,Happiness,Happiness,1,1,1,3,1
1700827997982-0-21-4-17-5,train,1700827997982,21,4,17,5,Sadness,1700827997982.png,Sadness,0.2335,Sadness,Sadness,Anger,1,1,0,2,1
1700827999979-0-21-4-18-4,train,1700827999979,21,4,18,4,Neutral,1700827999979.png,Neutral,0.5294,Neutral,Neutral,Neutral,1,1,1,3,1
1700828000810-0-21-4-19-6,train,1700828000810,21,4,19,6,Surprise,1700828000810.png,Surprise,0.7068,Surprise,Fear,Surprise,1,0,1,2,1
1700828002492-0-21-4-20-5,train,1700828002492,21,4,20,5,Sadness,1700828002492.png,Sadness,0.2815,Sadness,Sadness,Sadness,1,1,1,3,1
1700828004497-0-21-4-21-6,train,1700828004497,21,4,21,6,Surprise,1700828004497.png,Surprise,0.7191,Surprise,Fear,Surprise,1,0,1,2,1
1700828006807-0-21-4-22-0,train,1700828006807,21,4,22,0,Anger,1700828006807.png,Anger,0.2013,Disgust,Anger,Anger,0,1,1,2,1
1700828010479-0-21-4-24-3,train,1700828010479,21,4,24,3,Happiness,1700828010479.png,Happiness,0.9299,Happiness,Happiness,Happiness,1,1,1,3,1
1700828015466-0-21-4-27-6,train,1700828015466,21,4,27,6,Surprise,1700828015466.png,Surprise,0.7925,Surprise,Surprise,Surprise,1,1,1,3,1
1700829950699-0-22-1-2-3,train,1700829950699,22,1,2,3,Happiness,1700829950699.png,Happiness,0.6864,Happiness,Happiness,Happiness,1,1,1,3,1
1700829960945-0-22-1-6-3,train,1700829960945,22,1,6,3,Happiness,1700829960945.png,Happiness,0.4202,Happiness,Happiness,Happiness,1,1,1,3,1
1700829966413-0-22-1-8-3,train,1700829966413,22,1,8,3,Happiness,1700829966413.png,Happiness,0.8539,Happiness,Happiness,Happiness,1,1,1,3,1
1700830030854-0-22-2-0-4,train,1700830030854,22,2,0,4,Neutral,1700830030854.png,Neutral,0.5083,Neutral,Neutral,Anger,1,1,0,2,1
1700830033883-0-22-2-1-1,train,1700830033883,22,2,1,1,Disgust,1700830033883.png,Disgust,0.0275,Fear,Disgust,Disgust,0,1,1,2,1
1700830036458-0-22-2-2-6,train,1700830036458,22,2,2,6,Surprise,1700830036458.png,Surprise,0.681,Surprise,Fear,Surprise,1,0,1,2,1
1700830048351-0-22-2-7-4,train,1700830048351,22,2,7,4,Neutral,1700830048351.png,Neutral,0.5146,Neutral,Neutral,Sadness,1,1,0,2,1
1700830051701-0-22-2-8-6,train,1700830051701,22,2,8,6,Surprise,1700830051701.png,Surprise,0.6967,Surprise,Fear,Surprise,1,0,1,2,1
1700830053944-0-22-2-9-6,train,1700830053944,22,2,9,6,Surprise,1700830053944.png,Surprise,0.6537,Surprise,Fear,Surprise,1,0,1,2,1
1700830058808-0-22-2-11-4,train,1700830058808,22,2,11,4,Neutral,1700830058808.png,Neutral,0.4876,Neutral,Neutral,Neutral,1,1,1,3,1
1700830142490-0-22-3-0-4,train,1700830142490,22,3,0,4,Neutral,1700830142490.png,Neutral,0.5192,Neutral,Neutral,Neutral,1,1,1,3,1
1700830149264-0-22-3-3-6,train,1700830149264,22,3,3,6,Surprise,1700830149264.png,Surprise,0.7149,Surprise,Fear,Surprise,1,0,1,2,1
1700830151296-0-22-3-4-3,train,1700830151296,22,3,4,3,Happiness,1700830151296.png,Happiness,0.3277,Happiness,Happiness,Happiness,1,1,1,3,1
1700830157857-0-22-3-7-5,train,1700830157857,22,3,7,5,Sadness,1700830157857.png,Sadness,0.3798,Sadness,Sadness,Anger,1,1,0,2,1
1700830165492-0-22-3-11-3,train,1700830165492,22,3,11,3,Happiness,1700830165492.png,Happiness,0.6319,Happiness,Happiness,Happiness,1,1,1,3,1
1700830167084-0-22-3-12-4,train,1700830167084,22,3,12,4,Neutral,1700830167084.png,Neutral,0.5583,Neutral,Neutral,Neutral,1,1,1,3,1
1700830169383-0-22-3-13-6,train,1700830169383,22,3,13,6,Surprise,1700830169383.png,Surprise,0.7329,Surprise,Surprise,Surprise,1,1,1,3,1
1700830171915-0-22-3-14-4,train,1700830171915,22,3,14,4,Neutral,1700830171915.png,Neutral,0.564,Neutral,Neutral,Neutral,1,1,1,3,1
1700830177822-0-22-3-17-3,train,1700830177822,22,3,17,3,Happiness,1700830177822.png,Happiness,0.4581,Happiness,Happiness,Happiness,1,1,1,3,1
1700830332630-0-22-4-2-4,train,1700830332630,22,4,2,4,Neutral,1700830332630.png,Neutral,0.5,Neutral,Neutral,Disgust,1,1,0,2,1
1700830335225-0-22-4-3-6,train,1700830335225,22,4,3,6,Surprise,1700830335225.png,Surprise,0.6539,Surprise,Fear,Surprise,1,0,1,2,1
1700830336094-0-22-4-4-4,train,1700830336094,22,4,4,4,Neutral,1700830336094.png,Neutral,0.5044,Neutral,Neutral,Neutral,1,1,1,3,1
1700830338720-0-22-4-5-4,train,1700830338720,22,4,5,4,Neutral,1700830338720.png,Neutral,0.5293,Neutral,Neutral,Neutral,1,1,1,3,1
1700830340495-0-22-4-6-3,train,1700830340495,22,4,6,3,Happiness,1700830340495.png,Happiness,0.5716,Happiness,Happiness,Happiness,1,1,1,3,1
1700830341752-0-22-4-7-0,train,1700830341752,22,4,7,0,Anger,1700830341752.png,Anger,0.2391,Sadness,Anger,Anger,0,1,1,2,1
1700830348817-0-22-4-11-3,train,1700830348817,22,4,11,3,Happiness,1700830348817.png,Happiness,0.4551,Happiness,Happiness,Happiness,1,1,1,3,1
1700830361054-0-22-4-18-4,train,1700830361054,22,4,18,4,Neutral,1700830361054.png,Neutral,0.4444,Neutral,Neutral,Neutral,1,1,1,3,1
1700830363061-0-22-4-19-6,train,1700830363061,22,4,19,6,Surprise,1700830363061.png,Surprise,0.7009,Surprise,Surprise,Surprise,1,1,1,3,1
1700830371971-0-22-4-24-3,train,1700830371971,22,4,24,3,Happiness,1700830371971.png,Happiness,0.2676,Happiness,Happiness,Happiness,1,1,1,3,1
1701085397170-2-23-1-1-5,test,1701085397170,23,1,1,5,Sadness,1701085397170.png,Sadness,0.275,Sadness,Sadness,Sadness,1,1,1,3,1
1701085399209-2-23-1-2-3,test,1701085399209,23,1,2,3,Happiness,1701085399209.png,Happiness,0.9487,Happiness,Happiness,Happiness,1,1,1,3,1
1701085406198-2-23-1-5-5,test,1701085406198,23,1,5,5,Sadness,1701085406198.png,Sadness,0.2587,Sadness,Sadness,Anger,1,1,0,2,1
1701085409026-2-23-1-6-3,test,1701085409026,23,1,6,3,Happiness,1701085409026.png,Happiness,0.943,Happiness,Happiness,Happiness,1,1,1,3,1
1701085411341-2-23-1-7-5,test,1701085411341,23,1,7,5,Sadness,1701085411341.png,Sadness,0.2099,Sadness,Sadness,Sadness,1,1,1,3,1
1701085482708-2-23-2-0-4,test,1701085482708,23,2,0,4,Neutral,1701085482708.png,Neutral,0.4943,Neutral,Neutral,Neutral,1,1,1,3,1
1701085488586-2-23-2-2-6,test,1701085488586,23,2,2,6,Surprise,1701085488586.png,Surprise,0.9038,Surprise,Surprise,Surprise,1,1,1,3,1
1701085490489-2-23-2-3-2,test,1701085490489,23,2,3,2,Fear,1701085490489.png,Fear,0.3984,Fear,Fear,Fear,1,1,1,3,1
1701085495679-2-23-2-5-1,test,1701085495679,23,2,5,1,Disgust,1701085495679.png,Disgust,0.5284,Anger,Disgust,Disgust,0,1,1,2,1
1701085500311-2-23-2-7-4,test,1701085500311,23,2,7,4,Neutral,1701085500311.png,Neutral,0.5291,Happiness,Neutral,Neutral,0,1,1,2,1
1701085503372-2-23-2-8-6,test,1701085503372,23,2,8,6,Surprise,1701085503372.png,Surprise,0.866,Surprise,Surprise,Surprise,1,1,1,3,1
1701085508188-2-23-2-10-2,test,1701085508188,23,2,10,2,Fear,1701085508188.png,Fear,0.0965,Neutral,Fear,Fear,0,1,1,2,1
1701085510979-2-23-2-11-4,test,1701085510979,23,2,11,4,Neutral,1701085510979.png,Neutral,0.509,Neutral,Neutral,Neutral,1,1,1,3,1
1701085605407-2-23-3-1-1,test,1701085605407,23,3,1,1,Disgust,1701085605407.png,Disgust,0.5936,Fear,Disgust,Disgust,0,1,1,2,1
1701085606801-2-23-3-2-0,test,1701085606801,23,3,2,0,Anger,1701085606801.png,Anger,0.3611,Anger,Anger,Anger,1,1,1,3,1
1701085609204-2-23-3-3-6,test,1701085609204,23,3,3,6,Surprise,1701085609204.png,Surprise,0.907,Surprise,Surprise,Surprise,1,1,1,3,1
1701085611540-2-23-3-4-3,test,1701085611540,23,3,4,3,Happiness,1701085611540.png,Happiness,0.9853,Happiness,Happiness,Happiness,1,1,1,3,1
1701085612711-2-23-3-5-2,test,1701085612711,23,3,5,2,Fear,1701085612711.png,Fear,0.081,Fear,Fear,Fear,1,1,1,3,1
1701085617891-2-23-3-7-5,test,1701085617891,23,3,7,5,Sadness,1701085617891.png,Sadness,0.2391,Sadness,Sadness,Sadness,1,1,1,3,1
1701085619479-2-23-3-8-0,test,1701085619479,23,3,8,0,Anger,1701085619479.png,Anger,0.3807,Anger,Anger,Anger,1,1,1,3,1
1701085621175-2-23-3-9-1,test,1701085621175,23,3,9,1,Disgust,1701085621175.png,Disgust,0.9341,Anger,Disgust,Disgust,0,1,1,2,1
1701085622872-2-23-3-10-0,test,1701085622872,23,3,10,0,Anger,1701085622872.png,Anger,0.4808,Anger,Anger,Anger,1,1,1,3,1
1701085625896-2-23-3-11-3,test,1701085625896,23,3,11,3,Happiness,1701085625896.png,Happiness,0.934,Happiness,Happiness,Happiness,1,1,1,3,1
1701085629667-2-23-3-13-6,test,1701085629667,23,3,13,6,Surprise,1701085629667.png,Surprise,0.4737,Surprise,Fear,Surprise,1,0,1,2,1
1701085630752-2-23-3-14-4,test,1701085630752,23,3,14,4,Neutral,1701085630752.png,Neutral,0.5419,Happiness,Neutral,Neutral,0,1,1,2,1
1701085633973-2-23-3-15-5,test,1701085633973,23,3,15,5,Sadness,1701085633973.png,Sadness,0.2274,Sadness,Sadness,Sadness,1,1,1,3,1
1701085635772-2-23-3-16-2,test,1701085635772,23,3,16,2,Fear,1701085635772.png,Fear,0.1719,Fear,Fear,Fear,1,1,1,3,1
1701085639668-2-23-3-18-1,test,1701085639668,23,3,18,1,Disgust,1701085639668.png,Disgust,0.3808,Fear,Disgust,Disgust,0,1,1,2,1
1701085643199-2-23-3-20-2,test,1701085643199,23,3,20,2,Fear,1701085643199.png,Fear,0.1065,Fear,Fear,Fear,1,1,1,3,1
1701085783312-2-23-4-0-1,test,1701085783312,23,4,0,1,Disgust,1701085783312.png,Disgust,0.6768,Fear,Disgust,Disgust,0,1,1,2,1
1701085784771-2-23-4-1-5,test,1701085784771,23,4,1,5,Sadness,1701085784771.png,Sadness,0.2458,Sadness,Sadness,Anger,1,1,0,2,1
1701085786811-2-23-4-2-4,test,1701085786811,23,4,2,4,Neutral,1701085786811.png,Neutral,0.4813,Neutral,Neutral,Neutral,1,1,1,3,1
1701085788374-2-23-4-3-6,test,1701085788374,23,4,3,6,Surprise,1701085788374.png,Surprise,0.8823,Surprise,Surprise,Surprise,1,1,1,3,1
1701085789639-2-23-4-4-4,test,1701085789639,23,4,4,4,Neutral,1701085789639.png,Neutral,0.4591,Neutral,Neutral,Neutral,1,1,1,3,1
1701085791397-2-23-4-5-4,test,1701085791397,23,4,5,4,Neutral,1701085791397.png,Neutral,0.4591,Neutral,Neutral,Neutral,1,1,1,3,1
1701085793939-2-23-4-6-3,test,1701085793939,23,4,6,3,Happiness,1701085793939.png,Happiness,0.9873,Happiness,Happiness,Happiness,1,1,1,3,1
1701085795548-2-23-4-7-0,test,1701085795548,23,4,7,0,Anger,1701085795548.png,Anger,0.5325,Anger,Anger,Anger,1,1,1,3,1
1701085796688-2-23-4-8-5,test,1701085796688,23,4,8,5,Sadness,1701085796688.png,Sadness,0.2713,Sadness,Sadness,Sadness,1,1,1,3,1
1701085798672-2-23-4-9-2,test,1701085798672,23,4,9,2,Fear,1701085798672.png,Fear,0.105,Anger,Fear,Fear,0,1,1,2,1
1701085800908-2-23-4-10-0,test,1701085800908,23,4,10,0,Anger,1701085800908.png,Anger,0.4715,Anger,Anger,Anger,1,1,1,3,1
1701085802372-2-23-4-11-3,test,1701085802372,23,4,11,3,Happiness,1701085802372.png,Happiness,0.933,Happiness,Happiness,Happiness,1,1,1,3,1
1701085804610-2-23-4-12-1,test,1701085804610,23,4,12,1,Disgust,1701085804610.png,Disgust,0.882,Fear,Disgust,Disgust,0,1,1,2,1
1701085805933-2-23-4-13-3,test,1701085805933,23,4,13,3,Happiness,1701085805933.png,Happiness,0.9436,Happiness,Happiness,Happiness,1,1,1,3,1
1701085807269-2-23-4-14-0,test,1701085807269,23,4,14,0,Anger,1701085807269.png,Anger,0.4219,Anger,Anger,Anger,1,1,1,3,1
1701085809428-2-23-4-15-1,test,1701085809428,23,4,15,1,Disgust,1701085809428.png,Disgust,0.9343,Fear,Disgust,Disgust,0,1,1,2,1
1701085810970-2-23-4-16-2,test,1701085810970,23,4,16,2,Fear,1701085810970.png,Fear,0.0545,Happiness,Fear,Fear,0,1,1,2,1
1701085812843-2-23-4-17-5,test,1701085812843,23,4,17,5,Sadness,1701085812843.png,Sadness,0.2184,Sadness,Sadness,Sadness,1,1,1,3,1
1701085820057-2-23-4-21-6,test,1701085820057,23,4,21,6,Surprise,1701085820057.png,Surprise,0.8858,Surprise,Surprise,Surprise,1,1,1,3,1
1701085821482-2-23-4-22-0,test,1701085821482,23,4,22,0,Anger,1701085821482.png,Anger,0.4821,Disgust,Anger,Anger,0,1,1,2,1
1701085823245-2-23-4-23-2,test,1701085823245,23,4,23,2,Fear,1701085823245.png,Fear,0.209,Surprise,Fear,Fear,0,1,1,2,1
1701085827129-2-23-4-25-2,test,1701085827129,23,4,25,2,Fear,1701085827129.png,Fear,0.1313,Surprise,Fear,Fear,0,1,1,2,1
1701085829241-2-23-4-26-1,test,1701085829241,23,4,26,1,Disgust,1701085829241.png,Disgust,0.8309,Disgust,Disgust,Disgust,1,1,1,3,1
1701085830697-2-23-4-27-6,test,1701085830697,23,4,27,6,Surprise,1701085830697.png,Surprise,0.8579,Surprise,Surprise,Surprise,1,1,1,3,1
1701087195801-0-24-1-0-0,train,1701087195801,24,1,0,0,Anger,1701087195801.png,Anger,0.4216,Anger,Anger,Anger,1,1,1,3,1
1701087200709-0-24-1-2-3,train,1701087200709,24,1,2,3,Happiness,1701087200709.png,Happiness,0.9884,Happiness,Happiness,Happiness,1,1,1,3,1
1701087207767-0-24-1-5-5,train,1701087207767,24,1,5,5,Sadness,1701087207767.png,Sadness,0.2596,Sadness,Sadness,Disgust,1,1,0,2,1
